National Center for Education Statistics
"Number of students enrolled in postsecondary institutions annually, by state and  sector of institution: 2023-24"

Year,State,Total,Administrative unit only,"Public, 4-year or above","Private not-for-profit, 4-year or above","Private for-profit, 4-year or above","Public, 2-year","Private not-for-profit, 2-year","Private for-profit, 2-year","Public, less-than 2-year","Private not-for-profit, less-than 2-year","Private for-profit, less-than 2-year"
2023-24,Total,"25,670,468",N/A,"11,822,193","5,100,364","1,349,975","6,502,611","73,704","337,184","97,131","12,714","374,592"
2023-24,Alabama,"390,617",N/A,"208,046","26,774","30,988","121,049",358,825,N/A,16,"2,561"
2023-24,Alaska,"39,087",N/A,"32,750",844,"3,980",N/A,77,366,"1,070",N/A,N/A
2023-24,Arizona,"967,947",N/A,"442,723","11,884","374,909","99,731",737,"24,048","1,289",267,"12,359"
2023-24,Arkansas,"196,883",N/A,"116,255","17,125",N/A,"58,706","1,435",N/A,294,N/A,"3,068"
2023-24,California,"3,644,601",N/A,"1,324,387","366,436","160,842","1,659,895","1,402","61,271","3,423","3,253","63,692"
2023-24,Colorado,"503,403",N/A,"347,281","44,727","60,340","17,007",N/A,"23,350","7,118",328,"3,252"
2023-24,Connecticut,"274,785",N/A,"87,865","89,777","33,703","51,345",N/A,841,N/A,N/A,"11,254"
2023-24,Delaware,"73,310",N/A,"49,928","20,870",N/A,N/A,N/A,N/A,960,44,"1,508"
2023-24,District of Columbia,"118,847",N/A,"5,134","91,980","20,490",N/A,31,761,N/A,N/A,451
2023-24,Florida,"1,456,270",N/A,"988,329","242,907","73,762","35,037","36,611","22,325","18,417",36,"38,846"
2023-24,Georgia,"715,195",N/A,"398,700","98,965","28,956","169,041","2,337","7,053",N/A,N/A,"10,143"
2023-24,Hawaii,"79,746",N/A,"32,756","13,166",86,"32,906",N/A,671,N/A,N/A,161
2023-24,Idaho,"189,363",N/A,"83,341","70,020","1,725","30,928",N/A,818,N/A,N/A,"2,531"
2023-24,Illinois,"1,003,916",N/A,"206,275","238,465","95,457","435,426",827,"10,317",470,N/A,"16,679"
2023-24,Indiana,"637,542",N/A,"331,784","113,189","1,009","178,903",169,"5,892",N/A,N/A,"6,596"
2023-24,Iowa,"256,597",N/A,"75,300","56,034","3,849","118,818",38,"1,071",N/A,N/A,"1,487"
2023-24,Kansas,"254,384",N/A,"109,492","29,339",602,"108,596",N/A,343,"1,639",N/A,"4,373"
2023-24,Kentucky,"346,376",N/A,"141,186","78,804","12,533","107,495",N/A,"2,168",N/A,446,"3,744"
2023-24,Louisiana,"319,969",N/A,"177,049","33,952",774,"88,692","1,041","3,699",N/A,66,"14,696"
2023-24,Maine,"102,757",N/A,"38,367","35,907",694,"26,615",43,N/A,N/A,N/A,"1,131"
2023-24,Maryland,"460,583",N/A,"229,788","69,858","1,968","149,383",N/A,"2,698",N/A,N/A,"6,888"
2023-24,Massachusetts,"594,023",N/A,"142,998","343,526",N/A,"98,972","1,977",590,814,N/A,"5,146"
2023-24,Michigan,"608,170",N/A,"328,798","66,918","1,492","190,621",316,"7,991",340,46,"11,648"
2023-24,Minnesota,"534,269",N/A,"142,030","75,871","168,079","145,003",158,27,N/A,771,"2,330"
2023-24,Mississippi,"200,727",N/A,"87,322","20,620",N/A,"86,835",N/A,800,N/A,N/A,"5,150"
2023-24,Missouri,"422,829",N/A,"197,291","150,215","2,925","64,430",101,"2,314",707,23,"4,823"
2023-24,Montana,"59,418",N/A,"43,429","3,581",N/A,"11,888",N/A,22,N/A,N/A,498
2023-24,Nebraska,"178,168",N/A,"66,781","49,769",N/A,"60,370",N/A,"1,248",N/A,N/A,N/A
2023-24,Nevada,"155,974",N/A,"134,723","3,700","3,189",N/A,N/A,"7,274",N/A,N/A,"7,088"
2023-24,New Hampshire,"328,212",N/A,"26,445","276,774",N/A,"23,582",170,N/A,N/A,N/A,"1,241"
2023-24,New Jersey,"526,933",N/A,"213,072","86,471","7,718","183,718","1,235","16,877","1,204",128,"16,510"
2023-24,New Mexico,"149,419",N/A,"63,673","2,242","1,435","78,536",N/A,"1,629",N/A,N/A,"1,904"
2023-24,New York,"1,452,649",N/A,"462,287","596,627","25,229","325,359","5,899","12,993","3,466","3,806","16,983"
2023-24,North Carolina,"703,532",N/A,"271,521","99,597","1,047","320,819",513,"6,790",N/A,N/A,"3,245"
2023-24,North Dakota,"65,499",N/A,"46,286","8,115",477,"9,937",N/A,78,N/A,N/A,606
2023-24,Ohio,"789,294",N/A,"517,858","149,272","4,707","75,716",657,"23,583","10,139",614,"6,748"
2023-24,Oklahoma,"265,517",N/A,"144,585","26,528","1,155","70,441","1,602","3,266","16,244",N/A,"1,696"
2023-24,Oregon,"287,090",N/A,"162,965","27,766","2,365","89,642",13,"3,175",N/A,N/A,"1,164"
2023-24,Pennsylvania,"787,781",N/A,"274,948","325,816","3,791","143,337","7,485","16,881","3,148","1,820","10,555"
2023-24,Rhode Island,"95,400",N/A,"31,246","43,983",N/A,"16,546",110,"1,201",N/A,N/A,"2,314"
2023-24,South Carolina,"307,662",N/A,"150,306","44,111","1,568","102,384",N/A,"3,336",45,42,"5,870"
2023-24,South Dakota,"70,260",N/A,"49,859","8,643","2,543","8,815",N/A,N/A,N/A,N/A,400
2023-24,Tennessee,"425,075",N/A,"160,366","90,852","31,434","128,226","1,941","5,997",N/A,416,"5,843"
2023-24,Texas,"2,132,263",N/A,"1,504,955","161,823","33,867","349,783","4,137","39,569",N/A,474,"37,655"
2023-24,Utah,"631,123",N/A,"212,860","334,828","15,250","36,898",N/A,713,"25,123",N/A,"5,451"
2023-24,Vermont,"54,343",N/A,"23,217","21,349",N/A,"9,462",N/A,N/A,N/A,N/A,315
2023-24,Virginia,"717,839",N/A,"253,945","212,488","29,300","209,657",203,"6,336",279,38,"5,593"
2023-24,Washington,"442,113",N/A,"387,197","42,765","1,984",N/A,"1,754","2,270",N/A,49,"6,094"
2023-24,West Virginia,"201,159",N/A,"67,059","8,046","103,387","19,675",327,"1,552",942,31,140
2023-24,Wisconsin,"413,899",N/A,"201,835","67,045",366,"141,853",N/A,695,N/A,N/A,"2,105"
2023-24,Wyoming,"37,650",N/A,"25,600",N/A,N/A,"10,533",N/A,"1,460",N/A,N/A,57
2022-23,Total,"24,936,397",N/A,"11,217,784","5,011,781","1,304,855","6,546,260","65,076","329,221","90,754","11,397","359,269"
2022-23,Alabama,"381,180",N/A,"203,867","26,493","31,593","114,346",378,697,"1,553",16,"2,237"
2022-23,Alaska,"38,187",N/A,"32,356",803,"3,560",N/A,99,389,980,N/A,N/A
2022-23,Arizona,"929,673",N/A,"347,659","12,106","361,559","172,236",N/A,"22,172","1,339",250,"12,352"
2022-23,Arkansas,"195,600",N/A,"117,304","17,171",N/A,"56,669","1,359",N/A,248,N/A,"2,849"
2022-23,California,"3,464,000",N/A,"1,174,066","365,375","161,617","1,632,182","1,398","57,967","3,464","3,774","64,157"
2022-23,Colorado,"488,245",N/A,"334,697","45,248","57,332","17,403",N/A,"23,166","6,610",257,"3,532"
2022-23,Connecticut,"254,238",N/A,"69,613","86,374","33,536","52,460",N/A,"4,623",N/A,N/A,"7,632"
2022-23,Delaware,"71,545",N/A,"47,712","21,222",N/A,N/A,131,N/A,920,52,"1,508"
2022-23,District of Columbia,"118,864",N/A,"4,747","93,944","19,035",N/A,27,680,N/A,N/A,431
2022-23,Florida,"1,421,104",N/A,"964,946","238,280","80,985","35,657","31,121","22,370","14,289",35,"33,421"
2022-23,Georgia,"686,456",N/A,"385,580","96,722","28,452","156,393","2,375","6,630",N/A,N/A,"10,304"
2022-23,Hawaii,"77,405",N/A,"32,283","12,520",99,"31,667",N/A,611,N/A,N/A,225
2022-23,Idaho,"183,331",N/A,"81,254","67,529",856,"30,358",N/A,830,N/A,N/A,"2,504"
2022-23,Illinois,"970,675",N/A,"207,131","236,951","86,977","411,217",756,"10,894",363,2,"16,384"
2022-23,Indiana,"607,476",N/A,"329,229","102,738",758,"164,377",155,"4,163",N/A,N/A,"6,056"
2022-23,Iowa,"255,877",N/A,"75,095","56,959","4,200","117,231",41,"1,499",N/A,N/A,852
2022-23,Kansas,"250,988",N/A,"108,223","28,921",865,"107,012",N/A,194,"1,583",N/A,"4,190"
2022-23,Kentucky,"333,425",N/A,"139,498","74,971","11,616","101,477",N/A,"2,341",N/A,396,"3,126"
2022-23,Louisiana,"307,256",N/A,"169,574","31,634",600,"84,869","1,047","4,928",N/A,N/A,"14,604"
2022-23,Maine,"96,898",N/A,"37,800","33,830",626,"23,513",46,N/A,N/A,N/A,"1,083"
2022-23,Maryland,"446,171",N/A,"225,225","71,243","2,241","138,235",N/A,"2,450",N/A,N/A,"6,777"
2022-23,Massachusetts,"587,505",N/A,"144,538","344,087",N/A,"90,393","1,863",522,845,N/A,"5,257"
2022-23,Michigan,"596,769",N/A,"325,976","66,980","1,315","181,999",311,"7,922",339,40,"11,887"
2022-23,Minnesota,"508,931",N/A,"142,009","75,612","148,622","139,384",140,34,N/A,854,"2,276"
2022-23,Mississippi,"197,725",N/A,"85,378","20,419",N/A,"86,033",N/A,609,N/A,N/A,"5,286"
2022-23,Missouri,"416,142",N/A,"195,177","146,693","3,303","63,046",102,"2,097",839,11,"4,874"
2022-23,Montana,"59,482",N/A,"43,388","4,002",N/A,"11,537",N/A,77,N/A,N/A,478
2022-23,Nebraska,"174,919",N/A,"67,095","49,144",N/A,"57,538",N/A,"1,142",N/A,N/A,N/A
2022-23,Nevada,"150,001",N/A,"129,366","3,680","3,081",N/A,N/A,"6,336",N/A,N/A,"7,538"
2022-23,New Hampshire,"321,788",N/A,"27,056","272,392",N/A,"21,078",151,N/A,N/A,N/A,"1,111"
2022-23,New Jersey,"514,061",N/A,"210,184","86,546","7,699","177,182","1,087","14,687","1,276",104,"15,296"
2022-23,New Mexico,"147,979",N/A,"61,596","1,911","1,368","79,348",N/A,"1,700",N/A,N/A,"2,056"
2022-23,New York,"1,423,248",N/A,"445,588","597,790","26,636","311,614","5,501","13,751","3,349","1,398","17,621"
2022-23,North Carolina,"689,935",N/A,"268,106","102,247","6,083","301,816",437,"8,180",N/A,N/A,"3,066"
2022-23,North Dakota,"63,734",N/A,"45,260","7,768",718,"9,449",N/A,250,N/A,N/A,289
2022-23,Ohio,"811,512",N/A,"459,729","147,771","4,672","159,769",644,"22,150","9,506",722,"6,549"
2022-23,Oklahoma,"259,197",N/A,"129,194","25,273",987,"82,140","1,716","2,942","15,104",N/A,"1,841"
2022-23,Oregon,"282,827",N/A,"151,079","29,555","2,172","95,706",12,"3,163",N/A,N/A,"1,140"
2022-23,Pennsylvania,"789,530",N/A,"281,549","326,223","3,665","140,318","6,331","16,496","3,146","2,397","9,405"
2022-23,Rhode Island,"94,034",N/A,"30,665","43,478",N/A,"16,371",103,N/A,N/A,N/A,"3,417"
2022-23,South Carolina,"303,921",N/A,"148,067","44,195","4,363","99,092",N/A,"2,958",48,54,"5,144"
2022-23,South Dakota,"68,307",N/A,"47,809","8,302","2,771","9,008",N/A,N/A,N/A,N/A,417
2022-23,Tennessee,"410,262",N/A,"157,938","91,599","25,666","119,913","1,856","6,976",N/A,339,"5,975"
2022-23,Texas,"2,083,195",N/A,"1,406,593","162,129","28,528","409,036","3,747","38,830",N/A,458,"33,874"
2022-23,Utah,"576,555",N/A,"208,482","288,030","13,188","36,778",N/A,727,"23,809",N/A,"5,541"
2022-23,Vermont,"54,726",N/A,"23,641","21,472",N/A,"9,353",N/A,N/A,N/A,N/A,260
2022-23,Virginia,"704,143",N/A,"252,604","208,011","27,516","204,047",157,"5,517",267,176,"5,848"
2022-23,Washington,"423,112",N/A,"348,491","43,295","1,797","19,483","1,596","2,196",N/A,35,"6,219"
2022-23,West Virginia,"200,145",N/A,"67,874","8,237","103,480","17,753",303,"1,450",877,27,144
2022-23,Wisconsin,"406,726",N/A,"200,258","63,906",718,"138,859",86,713,N/A,N/A,"2,186"
2022-23,Wyoming,"37,392",N/A,"25,235",N/A,N/A,"10,915",N/A,"1,192",N/A,N/A,50
2021-22,Total,"24,909,164",N/A,"11,054,302","4,979,712","1,298,768","6,703,801","62,799","343,518","86,670","11,937","367,657"
2021-22,Alabama,"376,660",N/A,"203,502","26,955","33,673","108,818",477,898,N/A,24,"2,313"
2021-22,Alaska,"34,125",N/A,"31,899",743,N/A,N/A,96,474,913,N/A,N/A
2021-22,Arizona,"907,457",N/A,"258,618","12,179","351,504","248,778",N/A,"22,715","1,366",221,"12,076"
2021-22,Arkansas,"194,632",N/A,"116,934","17,144",601,"55,360","1,392",N/A,231,N/A,"2,970"
2021-22,California,"3,452,956",N/A,"1,185,461","371,449","166,734","1,595,590","1,108","63,280","2,341","3,649","63,344"
2021-22,Colorado,"485,861",N/A,"320,957","45,536","58,363","26,429",N/A,"24,475","6,162",235,"3,704"
2021-22,Connecticut,"251,482",N/A,"70,427","84,899","32,022","51,850",N/A,"4,662",131,N/A,"7,491"
2021-22,Delaware,"70,927",N/A,"47,649","20,598",434,N/A,111,N/A,713,67,"1,355"
2021-22,District of Columbia,"117,889",N/A,"4,527","94,429","17,454",N/A,38,962,N/A,N/A,479
2021-22,Florida,"1,440,369",N/A,"979,394","234,998","87,842","34,061","27,647","28,289","14,335","1,345","32,458"
2021-22,Georgia,"686,157",N/A,"392,261","92,219","27,812","153,920","3,267","6,857",N/A,N/A,"9,821"
2021-22,Hawaii,"78,913",N/A,"33,131","12,254",132,"32,098",N/A,"1,035",N/A,N/A,263
2021-22,Idaho,"181,254",N/A,"78,828","68,571",545,"29,854",N/A,827,N/A,N/A,"2,629"
2021-22,Illinois,"956,602",N/A,"208,422","238,944","87,684","396,958",588,"6,778",284,100,"16,844"
2021-22,Indiana,"590,582",N/A,"326,268","98,018",623,"155,821",173,"3,572",N/A,N/A,"6,107"
2021-22,Iowa,"260,538",N/A,"76,345","60,193","4,366","117,254",36,"2,227",N/A,N/A,117
2021-22,Kansas,"251,538",N/A,"109,926","27,780","1,172","106,876",N/A,"2,218","1,584",N/A,"1,982"
2021-22,Kentucky,"325,877",N/A,"138,826","75,654","10,970","94,631",N/A,"2,440",N/A,354,"3,002"
2021-22,Louisiana,"304,565",N/A,"171,846","32,091",491,"78,916","1,091","5,661",N/A,N/A,"14,469"
2021-22,Maine,"91,706",N/A,"38,587","30,538",642,"20,665",57,N/A,N/A,N/A,"1,217"
2021-22,Maryland,"443,271",N/A,"220,709","73,203","2,532","137,233",N/A,"2,479",N/A,N/A,"7,115"
2021-22,Massachusetts,"594,600",N/A,"146,745","346,387",515,"91,589","1,931",499,777,N/A,"6,157"
2021-22,Michigan,"612,106",N/A,"334,162","70,974",966,"185,558",304,"6,123",235,35,"13,749"
2021-22,Minnesota,"516,521",N/A,"146,046","77,740","148,091","141,230",164,33,N/A,906,"2,311"
2021-22,Mississippi,"201,753",N/A,"86,496","22,795",625,"86,354",N/A,682,N/A,N/A,"4,801"
2021-22,Missouri,"422,530",N/A,"174,483","150,779","3,044","86,325",94,"2,149",861,9,"4,786"
2021-22,Montana,"58,988",N/A,"43,108","4,123",N/A,"11,308",N/A,81,N/A,N/A,368
2021-22,Nebraska,"174,428",N/A,"68,014","49,074",N/A,"56,194",N/A,"1,146",N/A,N/A,N/A
2021-22,Nevada,"150,425",N/A,"129,008","3,867","3,094",N/A,N/A,"6,696",N/A,N/A,"7,760"
2021-22,New Hampshire,"294,706",N/A,"28,094","244,838",N/A,"20,544",147,N/A,N/A,N/A,"1,083"
2021-22,New Jersey,"510,435",N/A,"212,165","84,043","7,972","173,868","1,310","14,062","1,217",83,"15,715"
2021-22,New Mexico,"143,281",N/A,"60,372","1,869","1,425","75,201",N/A,"1,963",N/A,N/A,"2,451"
2021-22,New York,"1,454,431",N/A,"456,154","605,644","26,970","320,631","5,395","15,618","3,549","1,020","19,450"
2021-22,North Carolina,"692,648",N/A,"273,058","102,922","7,960","295,805",695,"8,686",N/A,N/A,"3,522"
2021-22,North Dakota,"62,912",N/A,"44,621","7,815",984,"8,971",N/A,437,N/A,N/A,84
2021-22,Ohio,"854,231",N/A,"460,882","150,500","4,679","193,692",993,"24,852","10,955",677,"7,001"
2021-22,Oklahoma,"257,763",N/A,"129,412","25,039",949,"82,161","1,829","2,417","14,297",N/A,"1,659"
2021-22,Oregon,"283,728",N/A,"123,900","31,310","2,327","121,783",12,"2,772",N/A,N/A,"1,624"
2021-22,Pennsylvania,"803,708",N/A,"288,122","329,200","4,111","143,436","6,039","16,681","3,416","2,253","10,450"
2021-22,Rhode Island,"90,887",N/A,"28,080","43,061",N/A,"16,393",94,N/A,N/A,N/A,"3,259"
2021-22,South Carolina,"296,780",N/A,"146,206","44,104","4,510","93,826",N/A,"2,662",50,36,"5,386"
2021-22,South Dakota,"67,252",N/A,"46,990","8,940","2,108","8,703",81,N/A,N/A,N/A,430
2021-22,Tennessee,"407,243",N/A,"159,457","91,689","22,416","118,187","1,430","7,279",N/A,319,"6,466"
2021-22,Texas,"2,084,096",N/A,"1,332,447","164,173","28,323","481,900","4,402","32,399",N/A,325,"40,127"
2021-22,Utah,"544,709",N/A,"205,757","260,860","11,351","38,140",N/A,863,"22,137",N/A,"5,601"
2021-22,Vermont,"55,305",N/A,"23,268","22,403",N/A,"9,421",N/A,N/A,N/A,N/A,213
2021-22,Virginia,"695,570",N/A,"254,746","198,834","27,857","202,528",198,"5,280",247,218,"5,662"
2021-22,Washington,"433,838",N/A,"342,408","44,197","5,332","32,342","1,511","2,641",N/A,35,"5,372"
2021-22,West Virginia,"198,369",N/A,"69,174","8,923","96,525","16,805",N/A,"5,851",869,26,196
2021-22,Wisconsin,"403,971",N/A,"200,823","65,214","1,038","133,789",89,858,N/A,N/A,"2,160"
2021-22,Wyoming,"38,589",N/A,"25,587",N/A,N/A,"12,005",N/A,939,N/A,N/A,58
2020-21,Total,"25,349,129",N/A,"11,109,334","4,950,295","1,365,189","7,044,802","68,038","351,828","86,067","12,360","361,216"
2020-21,Alabama,"375,801",N/A,"203,449","28,106","37,418","102,395",413,"1,048",N/A,23,"2,949"
2020-21,Alaska,"35,858",N/A,"33,753",634,N/A,N/A,117,553,801,N/A,N/A
2020-21,Arizona,"903,262",N/A,"248,667","13,338","361,206","247,004",N/A,"21,065","1,331",236,"10,415"
2020-21,Arkansas,"188,672",N/A,"109,545","16,678",725,"56,507","1,384",47,233,N/A,"3,553"
2020-21,California,"3,574,394",N/A,"1,184,926","390,714","174,321","1,697,241","1,109","58,680","3,062","3,461","60,880"
2020-21,Colorado,"489,218",N/A,"326,803","44,100","57,163","27,225",N/A,"23,987","6,328",151,"3,461"
2020-21,Connecticut,"254,187",N/A,"73,084","81,255","29,097","55,508",N/A,"5,343",93,N/A,"9,807"
2020-21,Delaware,"77,317",N/A,"51,937","22,414",550,N/A,107,N/A,672,78,"1,559"
2020-21,District of Columbia,"115,364",N/A,"4,837","91,649","17,172",N/A,37,948,N/A,N/A,721
2020-21,Florida,"1,472,017",N/A,"974,674","231,816","84,257","69,926","30,990","37,156","14,932","1,160","27,106"
2020-21,Georgia,"691,883",N/A,"394,001","90,513","28,784","157,515","3,221","8,647",N/A,N/A,"9,202"
2020-21,Hawaii,"79,806",N/A,"32,298","11,787",192,"34,194",N/A,"1,060",N/A,N/A,275
2020-21,Idaho,"179,179",N/A,"76,514","69,590",242,"29,348",N/A,905,N/A,N/A,"2,580"
2020-21,Illinois,"954,331",N/A,"207,779","244,488","85,726","391,980",570,"6,636",317,103,"16,732"
2020-21,Indiana,"578,826",N/A,"310,984","97,544",614,"159,624",189,"4,091",N/A,N/A,"5,780"
2020-21,Iowa,"264,030",N/A,"77,569","60,726","4,932","118,535",38,"2,172",N/A,N/A,58
2020-21,Kansas,"268,207",N/A,"112,567","29,107","9,923","110,274",N/A,"2,671","1,565",N/A,"2,100"
2020-21,Kentucky,"322,546",N/A,"139,234","73,529","10,732","92,993",N/A,"2,491",N/A,334,"3,233"
2020-21,Louisiana,"311,550",N/A,"175,390","31,631",396,"81,773","1,121","6,242",N/A,N/A,"14,997"
2020-21,Maine,"91,568",N/A,"38,710","29,288",722,"21,417",51,89,N/A,N/A,"1,291"
2020-21,Maryland,"464,359",N/A,"227,289","70,962","3,742","152,468",N/A,"2,483",N/A,N/A,"7,415"
2020-21,Massachusetts,"600,619",N/A,"148,246","340,460",646,"101,535","2,177",513,739,N/A,"6,303"
2020-21,Michigan,"624,473",N/A,"344,659","75,030",699,"183,834",314,"5,564",314,20,"14,039"
2020-21,Minnesota,"537,379",N/A,"150,350","80,717","151,808","151,321",207,37,N/A,711,"2,228"
2020-21,Mississippi,"212,357",N/A,"88,264","23,498",832,"94,633",N/A,683,N/A,N/A,"4,447"
2020-21,Missouri,"435,729",N/A,"160,150","157,680","4,416","105,331",336,"2,673",881,44,"4,218"
2020-21,Montana,"57,657",N/A,"42,151","3,590",N/A,"10,939",498,102,N/A,N/A,377
2020-21,Nebraska,"174,949",N/A,"69,381","49,070",N/A,"55,441",N/A,"1,057",N/A,N/A,N/A
2020-21,Nevada,"153,770",N/A,"133,208","4,800","2,663",N/A,N/A,"6,960",N/A,N/A,"6,139"
2020-21,New Hampshire,"271,994",N/A,"29,441","220,703",N/A,"20,589",137,N/A,N/A,N/A,"1,124"
2020-21,New Jersey,"528,964",N/A,"219,458","86,502","9,280","181,067","1,408","13,841","1,074",139,"16,195"
2020-21,New Mexico,"148,110",N/A,"60,779","1,614","1,490","79,886",N/A,"2,038",N/A,N/A,"2,303"
2020-21,New York,"1,503,999",N/A,"478,914","582,456","48,578","349,635","5,429","14,728","3,424","1,185","19,650"
2020-21,North Carolina,"697,062",N/A,"273,573","105,758","12,517","291,661",624,"5,656",N/A,N/A,"7,273"
2020-21,North Dakota,"63,392",N/A,"45,034","7,439","1,036","9,272",N/A,522,N/A,N/A,89
2020-21,Ohio,"881,050",N/A,"475,167","149,836","5,462","205,446","1,305","26,449","9,711",751,"6,923"
2020-21,Oklahoma,"262,306",N/A,"132,475","25,019","1,024","83,585","1,296","2,585","14,120",701,"1,501"
2020-21,Oregon,"289,108",N/A,"124,819","31,744","2,023","125,849",15,"2,978",N/A,N/A,"1,680"
2020-21,Pennsylvania,"828,101",N/A,"297,489","330,829","5,069","155,035","6,428","18,544","3,604","2,028","9,075"
2020-21,Rhode Island,"92,949",N/A,"29,362","42,825",N/A,"17,784",98,N/A,N/A,N/A,"2,880"
2020-21,South Carolina,"292,734",N/A,"145,989","43,139","5,639","89,768",N/A,"2,960",61,32,"5,146"
2020-21,South Dakota,"67,083",N/A,"46,422","8,533","2,515","9,125",79,N/A,N/A,N/A,409
2020-21,Tennessee,"409,407",N/A,"156,409","94,171","18,461","123,744","1,581","8,515",N/A,235,"6,291"
2020-21,Texas,"2,128,963",N/A,"1,321,171","161,876","28,619","539,617","4,858","31,581",N/A,665,"40,576"
2020-21,Utah,"527,380",N/A,"191,211","258,924","9,791","39,495",N/A,930,"21,606",N/A,"5,423"
2020-21,Vermont,"53,942",N/A,"23,252","21,636",N/A,"8,871",N/A,N/A,N/A,N/A,183
2020-21,Virginia,"716,428",N/A,"258,796","193,737","37,644","214,618",250,"6,188",240,236,"4,719"
2020-21,Washington,"449,975",N/A,"355,110","45,121","5,422","34,573","1,564","2,965",N/A,40,"5,180"
2020-21,West Virginia,"206,144",N/A,"73,366","9,293","98,509","17,581",N/A,"5,900",959,27,509
2020-21,Wisconsin,"400,838",N/A,"203,721","64,426","3,132","126,505",87,788,N/A,N/A,"2,179"
2020-21,Wyoming,"39,892",N/A,"26,957",N/A,N/A,"12,135",N/A,757,N/A,N/A,43
2019-20,Total,"26,091,786",N/A,"11,239,572","4,983,312","1,345,992","7,701,143","72,716","319,934","84,782","11,709","332,626"
2019-20,Alabama,"386,560",N/A,"201,701","29,433","39,827","111,541",N/A,904,N/A,34,"3,120"
2019-20,Alaska,"38,825",N/A,"36,292",685,N/A,N/A,125,594,"1,129",N/A,N/A
2019-20,Arizona,"914,287",N/A,"239,069","13,303","343,403","288,918",N/A,"17,228","1,196",302,"10,868"
2019-20,Arkansas,"198,988",N/A,"113,492","16,623",737,"63,023","1,270",70,285,N/A,"3,488"
2019-20,California,"3,711,960",N/A,"1,191,159","393,600","180,047","1,829,689",895,"55,007","2,963","3,386","55,214"
2019-20,Colorado,"517,784",N/A,"344,019","45,106","70,451","30,455",N/A,"18,088","6,517",57,"3,091"
2019-20,Connecticut,"260,162",N/A,"75,296","84,279","21,959","63,886",N/A,"5,722",77,N/A,"8,943"
2019-20,Delaware,"77,411",N/A,"49,937","24,998",631,N/A,208,N/A,469,N/A,"1,168"
2019-20,District of Columbia,"118,241",N/A,"5,676","91,427","19,502",N/A,N/A,583,N/A,59,994
2019-20,Florida,"1,494,060",N/A,"1,011,143","227,732","78,072","74,812","31,380","32,754","13,116",735,"24,316"
2019-20,Georgia,"703,997",N/A,"384,363","93,029","32,771","173,663","3,012","8,718",N/A,N/A,"8,441"
2019-20,Hawaii,"80,216",N/A,"32,988","11,683",306,"33,903",N/A,"1,132",N/A,N/A,204
2019-20,Idaho,"182,559",N/A,"80,157","68,530",N/A,"30,687",N/A,"1,209",N/A,N/A,"1,976"
2019-20,Illinois,"1,025,734",N/A,"205,408","250,574","75,809","472,479",574,"6,929",269,115,"13,577"
2019-20,Indiana,"588,296",N/A,"313,580","101,473",573,"162,646",644,"3,574",N/A,N/A,"5,806"
2019-20,Iowa,"277,207",N/A,"81,951","60,468","5,166","127,596",40,"1,945",N/A,N/A,41
2019-20,Kansas,"282,526",N/A,"114,464","31,057","10,727","120,402",N/A,"2,043","2,065",N/A,"1,768"
2019-20,Kentucky,"337,647",N/A,"140,263","74,185","9,928","107,892",N/A,"2,020",N/A,300,"3,059"
2019-20,Louisiana,"312,446",N/A,"169,136","30,988",283,"91,046",936,"5,167",N/A,N/A,"14,890"
2019-20,Maine,"94,435",N/A,"38,398","30,849",396,"23,416",57,92,N/A,N/A,"1,227"
2019-20,Maryland,"472,737",N/A,"232,089","67,766","4,799","159,058",N/A,"1,988",N/A,N/A,"7,037"
2019-20,Massachusetts,"622,415",N/A,"151,613","347,826",836,"112,432","2,219",536,814,N/A,"6,139"
2019-20,Michigan,"664,986",N/A,"359,138","80,491",510,"204,433",296,"4,778",420,10,"14,910"
2019-20,Minnesota,"548,607",N/A,"154,375","82,603","148,609","159,854",173,107,N/A,979,"1,907"
2019-20,Mississippi,"215,608",N/A,"88,547","22,929",941,"98,227",N/A,634,N/A,N/A,"4,330"
2019-20,Missouri,"456,080",N/A,"165,535","164,757","4,269","113,872",322,"2,356",993,8,"3,968"
2019-20,Montana,"61,068",N/A,"44,363","3,665",N/A,"11,968",479,248,N/A,N/A,345
2019-20,Nebraska,"176,257",N/A,"68,101","49,289",40,"57,771",N/A,"1,056",N/A,N/A,N/A
2019-20,Nevada,"157,572",N/A,"139,528","5,098","1,783",N/A,N/A,"6,757",N/A,N/A,"4,406"
2019-20,New Hampshire,"245,628",N/A,"30,316","190,284",N/A,"23,543",261,N/A,N/A,N/A,"1,224"
2019-20,New Jersey,"542,231",N/A,"221,576","84,950","9,281","196,907","1,268","12,968",858,100,"14,323"
2019-20,New Mexico,"163,246",N/A,"63,231","1,690","1,372","93,086",N/A,"1,902",N/A,N/A,"1,965"
2019-20,New York,"1,569,821",N/A,"487,232","605,379","50,176","383,652","5,951","14,581","4,008","1,262","17,580"
2019-20,North Carolina,"718,600",N/A,"271,254","105,204","14,259","315,555",726,"5,167",N/A,N/A,"6,435"
2019-20,North Dakota,"65,012",N/A,"46,156","7,452","1,017","9,795",N/A,494,N/A,N/A,98
2019-20,Ohio,"865,664",N/A,"469,178","151,327","5,379","201,236","1,797","19,820","9,254",802,"6,871"
2019-20,Oklahoma,"267,502",N/A,"132,641","25,328",880,"87,800","1,111","2,273","14,614",561,"2,294"
